country,capital,name,xid,kinds,wikipedia_extracts,clear_link,category,latitude,longitude
Italy,Rome,Villa Madama,Q1267485,"historic_architecture,architecture,interesting_places,manor_houses","Villa Madama is a prominent rural house or villa built during the Renaissance.The villa situated half way up the slope of Monte Mario to the west of Rome, Italy, a few miles north of the Vatican, and just south of the Foro Olimpico Stadium. Even though incomplete, this villa with its loggia and segmented columned garden court and its casino with an open center and terraced gardens, was highly influential for subsequent architects of the High Renaissance.",https://upload.wikimedia.org/wikipedia/commons/0/02/Il_giardino_di_Villa_Madama.jpg,historic_architecture,41.93037,12.451422
Italy,Rome,Sepolcro dei Corneli o Barberini,W254605569,"historic,archaeology,interesting_places,other_archaeological_sites","The Tombs of the Via Latina (Italian: Tombe di Via Latina) are Roman tombs, mainly from the 2nd century AD, that are found along a short stretch of the Via Latina, an ancient Roman road close to Rome, Italy. They are now part of an archaeological park and can be visited.",https://upload.wikimedia.org/wikipedia/commons/1/18/Parco_Tombe_della_Via_Latina_10.JPG,historic,41.862247,12.534383
Italy,Rome,Tombs of Via Latina,W165347689,"historic,gardens_and_parks,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites","The Tombs of the Via Latina (Italian: Tombe di Via Latina) are Roman tombs, mainly from the 2nd century AD, that are found along a short stretch of the Via Latina, an ancient Roman road close to Rome, Italy. They are now part of an archaeological park and can be visited.",https://upload.wikimedia.org/wikipedia/commons/1/18/Parco_Tombe_della_Via_Latina_10.JPG,historic,41.861656,12.535633
Italy,Rome,Mausoleum of Caecilia Metella,R5267846,"historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments","The Tomb of Caecilia Metella (Italian: Mausoleo di Cecilia Metella) is a mausoleum located just outside Rome at the three mile marker of the Via Appia. It was built during the 1st century BC to honor Caecilia Metella who was the daughter of Quintus Caecilius Metellus Creticus, a consul in 69 BC, and wife of Marcus Licinius Crassus (quaestor), son of the famous Marcus Crassus who served under Julius Caesar.",https://upload.wikimedia.org/wikipedia/commons/8/84/Cecilia_metella_e_castrum.JPG,historic,41.852184,12.520874
Italy,Rome,former Psychiatric Hospital of Saint Mary of Piety,Q16318951,"museums,cultural,interesting_places,other_museums","L'ex manicomio provinciale Santa Maria della Pietà si trova a Roma, in Piazza Santa Maria della Pietà 5, in zona Monte Mario.",https://upload.wikimedia.org/wikipedia/commons/6/6c/Entrata_principale_del_Santa_Maria_della_Piet%C3%A0.jpg,museums,41.940712,12.419101
Italy,Rome,Museum Venanzo Crocetti,Q18715459,"museums,cultural,interesting_places,art_galleries","Museum Venanzo Crocetti is a contemporary art museum dedicated to the work of the Italian sculptor Venanzo Crocetti (1913–2003).The museum is located in Rome at Via Cassia, 492.",https://upload.wikimedia.org/wikipedia/commons/0/07/Museo_Crocetti.jpg,museums,41.959492,12.453717
Italy,Rome,Aqua Marcia,Q622943,"bridges,architecture,historic,archaeology,interesting_places,natural,water,other_archaeological_sites,aqueducts,rivers","The Aqua Marcia (Italian: Acqua Marcia) was one of the longest of the 11 aqueducts that supplied the city of ancient Rome. The aqueduct was built between 144–140 BC, during the Roman Republic. The still-functioning Acqua Felice from 1586 runs on long stretches along the route of the Aqua Marcia.Together with the Aqua Anio Vetus, Aqua Anio Novus and Aqua Claudia, it is regarded as one of the ""four great aqueducts of Rome.""",https://upload.wikimedia.org/wikipedia/commons/d/d5/Tivoli_Acquedotto_Arci_0511-03.JPG,bridges,41.846802,12.563348
Italy,Rome,Ipogeo degli Ottavi,N1313285470,"industrial_facilities,railway_stations,interesting_places",La stazione di Ipogeo degli Ottavi è una delle stazioni ferroviarie a servizio della zona di Ottavia del comune di Roma. La stazione è ubicata lungo la ferrovia Roma - Capranica - Viterbo ed è servita dalla linea regionale FL3; è l'ultima stazione della linea sita all'interno del Grande Raccordo Anulare.,https://upload.wikimedia.org/wikipedia/commons/f/f4/Ipogeo_stazione.JPG,industrial_facilities,41.968773,12.408854
Italy,Rome,Arco di Malborghetto,W489590481,"historic_architecture,architecture,historic,monuments_and_memorials,museums,archaeology,cultural,interesting_places,other_museums,other_archaeological_sites,monuments,triumphal_archs","The Arch of Malborghetto is an Ancient Roman quadrifrons arch (that is, an arch with four pylons) located nineteen kilometres north of Rome on the via Flaminia. Today, because of reuse over the centuries, it is part of a mass of construction which appears to be a Medieval structure at first sight. Nevertheless, the core of the structure is datable to the first half of the fourth century. The original marble coating has been completely lost.",https://upload.wikimedia.org/wikipedia/commons/b/b6/RomaViaFlaminiaArcoMalborghetto4.jpg,historic_architecture,42.052315,12.487028
Japan,Tokyo,Old Shimbashi Station,R7826097,"industrial_facilities,railway_stations,abandoned_railway_stations,historic_architecture,architecture,interesting_places,destroyed_objects","Shiodome Freight Terminal (汐留駅, Shiodome-eki) was a freight terminal of the Japanese National Railways (JNR) in Minato, Tokyo, Japan. The freight terminal was originally named Shimbashi Station (新橋駅, Shinbashi-eki) and served as the first railway terminal of Tokyo between 1872 and 1914.",https://upload.wikimedia.org/wikipedia/commons/4/49/Shimbashi_Station_1899.jpg,industrial_facilities,35.665966,139.76149
Japan,Tokyo,Isegen,W150624609,"historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures",いせ源（いせげん）は、東京都千代田区神田須田町にあるあんこう鍋をはじめとするあんこう料理の専門店で、東都のれん会の会員店である。,https://upload.wikimedia.org/wikipedia/commons/d/d3/%E7%A5%9E%E7%94%B0%E3%81%84%E3%81%9B%E6%BA%90%E3%83%BC%EF%BC%91.JPG,historic_architecture,35.696575,139.769165
Japan,Tokyo,Yushima Seidō,N1130555407,"religion,other_temples,interesting_places","Yushima Seidō (湯島聖堂, literally ""Hall of the Sage in Yushima""), located in the Yushima neighbourhood of Bunkyō, Tokyo, Japan, was established as a Confucian temple in the Genroku era of the Edo period (end of the 17th century).",https://upload.wikimedia.org/wikipedia/commons/1/15/Taisei-Den_of_Yushima_Seido.JPG,religion,35.699871,139.766846
Japan,Tokyo,Koishikawa Kōrakuen Garden,N5272766234,"gardens_and_parks,urban_environment,cultural,interesting_places","Koishikawa-Kōrakuen is a seventeenth-century garden in Koishikawa, Bunkyō, Tokyo. The garden was begun by Mito Yorifusa in 1629, and completed by his son Mito Mitsukuni. It was created with advice from the Chinese scholar Zhu Shun Shui, and incorporates elements of both Chinese and Japanese taste.It is one of three surviving daimyō gardens of the many that were created in Edo after it became the military capital of the country, the others being the Rikugi-en and the Hama Rikyū gardens.",https://upload.wikimedia.org/wikipedia/commons/9/95/Koishikawa_Korakuen_%282008.09%29.JPG,gardens_and_parks,35.705002,139.747849
Japan,Tokyo,Koishikawa Kōrakuen Garden,N5152905884,"gardens_and_parks,urban_environment,cultural,interesting_places","Koishikawa-Kōrakuen is a seventeenth-century garden in Koishikawa, Bunkyō, Tokyo. The garden was begun by Mito Yorifusa in 1629, and completed by his son Mito Mitsukuni. It was created with advice from the Chinese scholar Zhu Shun Shui, and incorporates elements of both Chinese and Japanese taste.It is one of three surviving daimyō gardens of the many that were created in Edo after it became the military capital of the country, the others being the Rikugi-en and the Hama Rikyū gardens.",https://upload.wikimedia.org/wikipedia/commons/9/95/Koishikawa_Korakuen_%282008.09%29.JPG,gardens_and_parks,35.705009,139.747925
Japan,Tokyo,Hamarikyu Gardens,W7836744,"gardens_and_parks,urban_environment,cultural,interesting_places","Hamarikyu Gardens (浜離宮恩賜庭園, Hama-rikyū Onshi Teien) is a public park in Chūō, Tokyo, Japan. Located at the mouth of the Sumida River, it was opened to the public April 1, 1946. The park is a 250,165 m² landscaped garden surrounding Shioiri Pond, the park itself surrounded by a seawater moat filled by Tokyo Bay. It was remodeled as a public garden park on the site of a villa of the Shōgun Tokugawa family in the 17th century.",https://upload.wikimedia.org/wikipedia/commons/6/61/Hamarikyu_Garden_as_seen_from_Shiodome.jpg,gardens_and_parks,35.660175,139.763809
Japan,Tokyo,Kiyosu Bridge,Q11561268,"bridges,architecture,interesting_places,other_bridges",清洲橋（きよすばし）は、隅田川にかかる橋で、東京都道474号浜町北砂町線（清洲橋通り）を通す。西岸は中央区日本橋中洲、東岸は江東区清澄一丁目。「清洲」という名称は公募により、建設当時の両岸である深川区清住町と日本橋区中洲町から採られた。関東大震災の震災復興事業として、永代橋と共に計画された橋。「帝都東京の門」と呼称された永代橋と対になるような設計で、「震災復興の華」とも呼ばれた優美なデザインである。当時世界最美の橋と呼ばれたドイツのケルン市にあったヒンデンブルグ橋の大吊り橋をモデルにしている（その橋は第二次世界大戦で破壊された後、別の橋が再建された為、現在は吊り橋ではない）。海軍で研究中であった低マンガン鋼を使用して、鋼材の断面を小さくする努力がなされた。もともと「中州の渡し」という渡船場があった場所でもある。2000年（平成12年）に永代橋と共に土木学会の「第一回土木学会選奨土木遺産」に選定された。2007年（平成19年）6月18日に、都道府県の道路橋として初めて勝鬨橋・永代橋と共に国の重要文化財（建造物）に指定された。,https://upload.wikimedia.org/wikipedia/commons/7/74/Kiyosubashi1.jpg,bridges,35.682499,139.791946
Japan,Tokyo,National Museum of Western Art,W203960903,"museums,cultural,interesting_places,art_galleries","The National Museum of Western Art (国立西洋美術館, Kokuritsu Seiyō Bijutsukan) is the premier public art gallery in Japan specializing in art from the Western tradition.The museum is located in the museum and zoo complex in Ueno Park in Taito, central Tokyo. This popular Tokyo museum is also known by the English acronym NMWA (National Museum of Western Art). It received 1,162,345 visitors in 2016.",https://upload.wikimedia.org/wikipedia/commons/9/9d/National_museum_of_western_art05s3200.jpg,museums,35.715549,139.775955
Japan,Tokyo,戸定邸,Q11496314,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",戸定邸（とじょうてい）は、水戸藩最後（11代）の藩主だった徳川昭武が、千葉県東葛飾郡松戸（現:松戸市松戸）に造った別邸。国の重要文化財。「戸定館」とも呼ばれる。重要文化財指定名称は、旧徳川家住宅松戸戸定邸。また庭園は「旧徳川昭武庭園（戸定邸庭園）」として国の名勝に指定されている。1991年（平成27年）11月3日に「戸定が丘歴史公園」として整備されて一般公開となった。国土交通省の「関東の富士見百景」や「歴史公園100選」にも選定されている。,https://upload.wikimedia.org/wikipedia/commons/7/7f/Tojo_tei_2009.jpg,historic_architecture,35.777637,139.898972
Russia,Moscow,Церковь Воскресения Словущего (апостола Филиппа),W166222246,"religion,churches,interesting_places,eastern_orthodox_churches","Храм Воскресения Словущего (апостола Филиппа) на Арбате (Воскресенская церковь, Филипповская церковь) — православный храм в историческом центре Москвы. Относится к Центральному благочинию Московской городской епархии. При храме действует подворье Иерусалимского Патриархата в Москве. Посвящён празднику Воскресения словущего.",https://upload.wikimedia.org/wikipedia/commons/5/58/Church_of_Apostle_Philipp.jpg,religion,55.750198,37.598969
Russia,Moscow,Monument to Gogol (Gogol Boulevard),N253043145,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","Па́мятник Го́голю на Гоголевском бульваре — скульптурный монумент, в Москве на Гоголевском бульваре .Установлен в честь Н. В. Гоголя в 1952 году, в год столетия со дня смерти писателя, на месте старого памятника (1909), который был перемещён в парк дома-музея Гоголя на Никитском бульваре д. 7. Скульптор Н. Томский, архитектор Л. Голубовский.",https://upload.wikimedia.org/wikipedia/commons/4/46/Gogolevsky_boulevard_shot_02.jpg,historic,55.750675,37.600487
Russia,Moscow,Gogolevsky Boulevard,Q4141036,"cultural,urban_environment,interesting_places,squares","Gogolevsky Boulevard (Russian: Гоголевский бульвар) is a boulevard near the Arbat District, Moscow, Russia, named after the writer Nikolai Gogol. It was named Prechistensky Boulevard (Russian: Пречи́стенский бульвар) until 1924, after the nearby street Prechistenka.The boulevard begins next to the Cathedral of Christ the Saviour, and is the beginning of the Boulevard Ring. The boulevard runs north-east and ends at the Arbat Square, from where it continues as Nikitsky Boulevard.",https://upload.wikimedia.org/wikipedia/commons/4/46/Gogolevsky_boulevard_shot_02.jpg,cultural,55.748611,37.599998
Russia,Moscow,Apraksin House,Q20032005,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Дом Апраксиных (Старое здание Генерального штаба ВС РФ) — здание в Москве по адресу улица ул. Знаменка, дом 19-21.В 1790-х годах генерал Степан Степанович Апраксин выкупил два владение по Знаменке и выстроил вдоль улицы протяжённый двухэтажный дом. Автором проекта предположительно является архитектор Ф. И. Кампорези. Во время оккупации Москвы наполеоновскими войсками в 1812 году здание занимал интендантский штаб французской армии, дом упоминается в воспоминаниях писателя Стендаля, который служил в штабе.",https://upload.wikimedia.org/wikipedia/commons/0/08/Moscow%2C_Znamenka_19_2015_2.JPG,historic_architecture,55.750557,37.603054
Russia,Moscow,Arbatskaya,N253043175,"industrial_facilities,railway_stations,interesting_places","Arbatskaya (Russian: Арба́тская) is a station on the Filyovskaya line of the Moscow Metro. Completed in 1935, it was one of the original Metro stations. The design is the same standard pillar-trispan template used for Smolenskaya, Sokolniki, and Park Kultury. The pillars are faced with pinkish marble and the platform is a matching shade of granite. The walls are covered with cream-colored ceramic tile. The architect was L. TeplitskiyArbatskaya's vestibule is a unique five-tiered, pentagonal structure with the word ""Metro"" written on all sides. The building is currently painted bright red, making it noticeable and instantly recognizable.",https://upload.wikimedia.org/wikipedia/commons/e/ea/Metro_MSK_Line4_Arbatskaya_%28img1%29.jpg,industrial_facilities,55.751926,37.600761
Russia,Moscow,Палаты князя Андрея Друцкого,W35814527,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Палаты князя Андрея Друцкого — памятник архитектуры, расположенный в городе Москве.",https://upload.wikimedia.org/wikipedia/commons/b/be/B_Afanasyevsky_20_Apr_2009_04.JPG,historic_architecture,55.74847,37.597504
Russia,Moscow,Усадьба Цурикова,R2156516,"historic_architecture,architecture,interesting_places,manor_houses","Усадьба И. О. Цурикова — Нарышкиных (также известна как Московская удельная контора) — здание конца XVIII — XIX веков, расположенное в центре Москвы по адресу: Гоголевский бульвар, дом 12, строение 1 (район Хамовники). Объект культурного наследия регионального значения.",https://upload.wikimedia.org/wikipedia/commons/4/4e/Gogolevsky_12_Apr_2009_08.JPG,historic_architecture,55.747406,37.600445
Russia,Moscow,House of Denis Davydov in Bolshoy Znamensky Lane,Q53627189,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The house of Denis Davydov in Bolshoy Znamensky Lane (Russian: Дом Дениса Давыдова в Большом Знаменском переулке) is a mansion beginning of the XIX century in the center of Moscow (Bolshoy Znamensky lane, house 17). In this house from 1826 to 1830 lived the hero of the Patriotic War of 1812, Major-General Denis Davydov. Currently, the mansion belongs to the Ministry of Defense of the Russian Federation. The house of Denis Davydov has the status of an object of cultural heritage of federal significance.",https://upload.wikimedia.org/wikipedia/commons/4/42/%D0%96%D0%B8%D0%BB%D0%BE%D0%B9_%D0%B4%D0%BE%D0%BC%2C_%D0%97%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%91._%D0%BF%D0%B5%D1%80.%2C_%D0%B4%D0%BE%D0%BC_17.jpg,historic_architecture,55.747501,37.601944
Russia,Moscow,Усадьба Вяземских-Долгоруковых,W32693719,"historic_architecture,architecture,interesting_places,manor_houses","Уса́дьба Вя́земских — Долгору́ковых — бывшая городская усадьба князей Вяземских-Долгоруковых, построенная в 1720-х годах на основе каменных палат XVII века. После революции 1917-го усадьбу национализировали, а в главном здании открыли Институт марксизма-ленинизма. В 1925—1926 годах к зданию были пристроены два крыла в стиле классицизм по проекту архитектора Сергея Грузенберга. С 1962 по 1992 год в доме располагался Музей Карла Маркса и Фридриха Энгельса.",https://upload.wikimedia.org/wikipedia/commons/c/c5/Vyazemskiy-Dolgorukiy_estate_%28Znamenskiy_lane%29_01_by_shakko.JPG,historic_architecture,55.747753,37.602757
Russia,Moscow,Porokhovshchikov House (Moscow),W274909164,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Дом Пороховщико́ва памятник архитектуры (федеральный) — особняк в центре Москвы, по адресу: Староконюшенный переулок, д. 36. Построен в 1871—1872 годах для российского предпринимателя и мецената А. А. Пороховщикова, владельца гостиницы «Славянский базар» и одноимённого ресторана. Здание, построенное на древнем фундаменте из дерева, удачно синтезировало приёмы национальной архитектурной традиции. Сложенный из толстых брёвен, украшенный резными наличниками, карнизами и подзорами, особняк сочетает крупные объёмы и не лишённый живописности облик. Проект дома в 1873 году получил премию на Всемирной выставке в Вене. Объект культурного наследия федерального значения.",https://upload.wikimedia.org/wikipedia/commons/2/20/Dom_porohovschikova.jpg,historic_architecture,55.749798,37.594769
Russia,Moscow,Усадьба Апраксиных-Бутурлиных,W47853856,"historic_architecture,architecture,interesting_places,manor_houses","Усадьба Апраксиных — Бутурлиных — памятник архитектуры XVIII—XIX вв. федерального значения в Москве. Адрес основного здания: Знаменка, дом 12 (также Знаменка, дом 12/2, строение 3; Крестовоздвиженский переулок, дом 2). Дом расположен на углу Знаменки и Крестовоздвиженского переулка. В настоящее время усадьбу занимает школа имени Гнесиных.",https://upload.wikimedia.org/wikipedia/commons/4/41/Moscow%2C_Znamenka_12_2015.JPG,historic_architecture,55.750786,37.605171
Russia,Moscow,Доходный дом К. К. Мазинга ,Q21193708,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Выявленный объект культурного наследия № 2954253Доходный дом К. К. Мазинга — здание в Москве по адресу Малый Знаменский переулок, дом 7/10, строение 2. Объект культурного наследия регионального значения.",https://upload.wikimedia.org/wikipedia/commons/f/f7/Moscow%2C_M._Znamenskiy_7-10c2_2015_2.JPG,historic_architecture,55.748329,37.605
Russia,Moscow,Центральный Дом журналиста,Q4504251,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Центральный дом журналиста (Домжур, ранее — Дом печати) — одна из старейших информационных площадок Москвы. В холле, залах и кинотеатре дома проводятся творческие встречи и культурно-просветительские мероприятия. Здание построено в конце XVIII века для князей Гагариных, после революции национализировано, в 1920-м передано под Дом печати, в 1938 году переименованный в Центральный дом журналиста. В советское время в здание проходили только по членским билетам, сейчас вход свободный.Здание расположено на Никитском бульваре, 8а, в Пресненском районе Центрального административного округа города Москвы.",https://upload.wikimedia.org/wikipedia/commons/d/d2/%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%94%D0%BE%D0%BC_%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%D0%B8%D1%81%D1%82%D0%B0.jpg,historic_architecture,55.753407,37.600082
Russia,Moscow,Arseny Morozov Mansion,R5371125,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Arseny Morozov House is a historic building located at 16 Vozdvizhenka Street, Moscow. It was designed by Viktor Mazyrin for his friend Arseny Morozov. The pair had troured around Spain and Portugal and been impressed by the Pena Palace in Sintra. This eclectic-romantic style building had been constructed between 1842 and 1854. Mazyrin built the house between 1895 and 1899.",https://upload.wikimedia.org/wikipedia/commons/4/43/Moscow_Vozdvizhenka_Morozov_House_08-2016.jpg,historic_architecture,55.753254,37.603645
Russia,Moscow,Nikolai Vasilievich Gogol,N710059408,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","Па́мятник Го́голю на Никитском бульваре — скульптурный монумент, в Москве на Никитском бульваре . Установлен в честь Н. В. Гоголя, в год празднования столетия со дня рождения писателя в 1909 году. Скульптор Николай Андреев, архитектор Фёдор Шехтель.",https://upload.wikimedia.org/wikipedia/commons/9/9a/Nikolay_Gogol_01.JPG,historic,55.753937,37.59977
Russia,Moscow,Gogol House,R5371132,"historic_architecture,architecture,museums,cultural,interesting_places,manor_houses,other_museums","Дом Гоголя (официальное название Дом Н. В. Гоголя — мемориальный музей и научная библиотека) — государственное бюджетное учреждение культуры города Москвы, посвящён писателю Николаю Гоголю. Расположен в бывшей усадьбе графа Александра Толстого по адресу Никитский бульвар, 7а, где писатель прожил четыре года — с 1848 до своей смерти в 1852-м. На начало 2018 года музей является единственным центром памяти Гоголя в России.",https://upload.wikimedia.org/wikipedia/commons/0/0e/Dom_Gogolya%2C_Nikitskiy_blv%2C_back_view_%28winter%2C_2013%29_by_shakko_01.jpg,historic_architecture,55.754124,37.599815
Russia,Moscow,Monument to Gogol (Nikitsky Boulevard),N6123946495,"historic,monuments_and_memorials,interesting_places,monuments","Па́мятник Го́голю на Никитском бульваре — скульптурный монумент, в Москве на Никитском бульваре . Установлен в честь Н. В. Гоголя, в год празднования столетия со дня рождения писателя в 1909 году. Скульптор Николай Андреев, архитектор Фёдор Шехтель.",https://upload.wikimedia.org/wikipedia/commons/9/9a/Nikolay_Gogol_01.JPG,historic,55.754147,37.600182
Russia,Moscow,Mosselprom building,Q646940,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Mosselprom building (Russian: Дом Моссельпрома) is a monument to Russian constructivism and avantgarde architecture. It is located in the centre of Moscow on an intersection between Kalashny, Nizhny Kislovksy and Maly Kislovky side streets. It was designed by architect N. D. Strukov and is notable for its painted panels by the artists Alexander Rodchenko and his wife Varvara Stepanova.",https://upload.wikimedia.org/wikipedia/commons/4/4d/Mosselprom_building.jpg,historic_architecture,55.753918,37.602482
Russia,Moscow,Храм Святителя Николая в Старом Ваганькове,W165740280,"religion,churches,interesting_places,eastern_orthodox_churches","Храм святителя Николая в Старом Ваганькове — православный храм, некогда находившийся в селе Ваганьково, ещё в XVI веке вошедшем в состав Москвы.Ныне принадлежит Центральному благочинию Московской городской епархии Русской православной церкви.",https://upload.wikimedia.org/wikipedia/commons/9/91/Saint_Nicholas_Church_%28Vagankovo%29.jpg,religion,55.750237,37.607487
Russia,Moscow,Building of the Alexander Podvorie,Q52411638,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The building of the Alexander Podvorie (Russian: Здание Александровского подворья) is a masonry built in the end of the 17th century in Moscow The building was built in the backyard of the Assumption Monastery of Alexandrov Sloboda and the Florischevoy Desert. It is located in the center of the city (Starovagankovsky Lane, 23) and has the status of an object of cultural heritage of federal significance.",https://upload.wikimedia.org/wikipedia/commons/4/4a/Starovagankovsky23.jpg,historic_architecture,55.751945,37.607498
Russia,Moscow,Kremlin's filling station at Volkhonka St.,N1784528648,"historic_architecture,architecture,interesting_places,transport,tourist_facilities,fuel,other_buildings_and_structures","Кремлёвская АЗС на Волхонке — по некоторым сведениям, одна из старейших сохранившихся бензоколонок Москвы. Действующая бензоколонка, предназначенная только для правительственных машин. Единственная бензоколонка в пределах Бульварного кольца, единственный реализованный элемент Дворца Советов и одно из сохранившихся зданий советского ар-деко.По одной из версий, построена по типовому проекту знаменитого архитектора Алексея Душкина (автора сталинской высотки у Красных ворот, «Детского мира» на Лубянке, станции метро «Кропоткинская»). Имеет статус вновь выявленного памятника архитектуры.",https://upload.wikimedia.org/wikipedia/commons/5/58/AZS_%28Volkhonka_st.%29_2017.jpg,historic_architecture,55.745926,37.60405
Russia,Moscow,Talyzin's house (Vozdvizhenka),Q19798261,"museums,cultural,interesting_places,other_museums","Дом А. Ф. Талы́зина — памятник жилой архитектуры классицизма, расположенный в Москве на Воздвиженке. Объект культурного наследия федерального значения. Место нахождения Музея архитектуры им. А. В. Щусева.История земельного участка известна с 1620-х годов, когда территория была разделена между Печерским монастырём и дворянином И. Писемским. В середине XVII века тут располагалась усадьба И. М. Милославского.В 1659 году здесь находился Нового аптекарский двор. В 1670-е годы началось активное строительство, руководимое Гурием Варфоломеевым. Была создана Трапезная палата, расположенная вдоль Староваганьского переулка.",https://upload.wikimedia.org/wikipedia/commons/d/d8/MoscowMuseum_of_Architecture.JPG,museums,55.752499,37.607052
Russia,Moscow,"Embassy of the Netherlands, Moscow",Q4374029,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Посольство Королевства Нидерландов в России — дипломатическая миссия Нидерландов в России, расположена в Калашном переулке г. Москвы (Пресненский район).",https://upload.wikimedia.org/wikipedia/commons/7/79/Kalashny_8%2C6%2C4_June_2009_01.JPG,historic_architecture,55.754555,37.602112
Russia,Moscow,"Embassy of Cyprus, Moscow",Q2066103,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Embassy of Cyprus in Moscow is the chief diplomatic mission of Cyprus in the Russian Federation. It is located at 9 Povarskaya Street (Russian: ул. Поварская, 9) in the Arbat district of Moscow",https://upload.wikimedia.org/wikipedia/commons/f/f5/Povarskaya_9_by_I.S.Kuznetsov1910.jpg,historic_architecture,55.753887,37.595276
Russia,Moscow,Nikitsky Boulevard,Q2921895,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Nikitsky Boulevard, Russian: Никитский бульвар, is a boulevard in central Moscow, Russia. The boulevard is a part of the Boulevard Ring, connecting Arbat Square with Nikitskie Vorota square at the crossing with the Nikitsky Street. The actual green boulevard extends for only two thirds of the street; its southern part was razed in the 1960s to make way for a tunnel under the Arbat Square. In 1950 the street was renamed Suvopovskiy Boulevard, Russian: Суворовский Бульвар in honour of generalissimus Alexander Suvorov. The old street name was reinstated in 1994.",https://upload.wikimedia.org/wikipedia/commons/5/5b/Nikitsky_Boulevard_Moscow.jpg,historic_architecture,55.75528,37.599998
Russia,Moscow,Alexander Garden,N253228506,"industrial_facilities,railway_stations,interesting_places","Aleksandrovsky Sad (Russian: Алекса́ндровский сад, IPA: [ɐlʲɪˈksandrəfskʲɪj ˈsat]) is a station of the Filyovskaya line of the Moscow Metro. It was designed by A. I. Gontskevich and S. Sulin and opened on 15 May 1935 along with the first stage of the metro.The station is situated under the southern part of the Vozdvizhenka Street (which was then called Kominterna—hence the original name) next to the building of the Russian State Library.The northern of the two side platforms of the station works during rush hours only.",https://upload.wikimedia.org/wikipedia/commons/e/e5/Alsad-mm.jpg,industrial_facilities,55.75243,37.608761
Russia,Moscow,Embassy of Estonia in Moscow,Q4374095,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Embassy of Estonia in Moscow (Russian: Посольство Эстонии в Москве, Estonian: Eesti Suursaatkond Moskvas) is the chief diplomatic mission of Estonia in the Russian Federation. It is located at 5 Maly Kislovsky Lane (Russian: Mалый Кисловский пер. 5) in the Presnensky District of Moscow.",https://upload.wikimedia.org/wikipedia/commons/5/50/Moscow%2C_Maly_Kislovsky_5%2C_Embassy_of_Estonia.jpg,historic_architecture,55.755451,37.602219
Russia,Moscow,Lenin Library,N278692958,"industrial_facilities,railway_stations,interesting_places","Biblioteka Imeni Lenina (Russian: Библиоте́ка и́мени Ле́нина, English: Lenin Library) is a station on the Sokolnicheskaya Line of the Moscow Metro. The station was opened on May 15, 1935 as a part of the first stage of the Metro. It is situated in the very centre of the city under the Mokhovaya Street, and is named for the nearby Russian State Library (called the Lenin Library in 1925 –1992). Its architects were A. I. Gontskevich and S. Sulin.",https://upload.wikimedia.org/wikipedia/commons/8/82/Bib-Lenina-mm.jpg,industrial_facilities,55.751251,37.610077
Russia,Moscow,Дом Фалеева,Q20018534,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Дом Фалеева — особняк в Москве, расположенный по адресу Гагаринский переулок, дом 11. Объект культурного наследия регионального значения.",https://upload.wikimedia.org/wikipedia/commons/7/75/Moscow%2C_Gagarinsky_11.jpg,historic_architecture,55.744446,37.596943
Russia,Moscow,Дом Лопатиной в Гагаринском переулке,Q19800083,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Особняк барона Штейнгейля (позже — Лопатиных) — памятник архитектуры федерального значения. Современный адрес: Гагаринский пер., дом 15/7. Находится на территории Центрального округа г. Москвы в районе Хамовники.Дом интересен не только как памятник архитектуры начала XIX века, но и представляет собой историческую ценность — в разное время в его стенах проживали или бывали видные общественные деятели России.",https://upload.wikimedia.org/wikipedia/commons/3/3d/Gagarinsky_15-7_03.JPG,historic_architecture,55.744576,37.595959
