country,capital,name,xid,kinds,lat,lon,wikipedia_extracts,image
Italy,Rome,Палаццо Бальдассини,Q3889585,"palaces,architecture,historic_architecture,interesting_places",12.475206,41.900524,"Палаццо Бальдассини — дворец в Риме, построенный архитектором Антонио да Сангалло-младшим примерно в 1516-1519 годах. Он был создан для папского юриста из Неаполя, Мелькиорре Бальдассини. На первом этаже располагались магазины и площадка для проведения семинаров, а парадная состояла из частных квартир.Двухэтажное здание в плане представляет собой каре — замкнутый четырёхугольник со внутренним двором. Карнизы, разделяющие этажи дворца, и художественные решетки на его окнах характерны для римских дворцов XVI века.Интерьер был декорирован фресками Джованни да Удине, Перино дель Вага, который самостоятельно расписал дворец, Полидоро да Караваджо и Матурино да Фиренце.",https://commons.wikimedia.org/wiki/File:Palazzo_baldassini.JPG
Italy,Rome,Палаццо Барберини,R2716050,"historic_architecture,palaces,architecture,museums,cultural,interesting_places,art_galleries",12.490121,41.903496,"Пала́ццо Барбери́ни (итал. Palazzo Barberini) — дворец (палаццо) фамилии Барберини на via delle Quattro Fontane (улице Четырёх фонтанов) в восточной части Рима. В настоящее время здесь помещается Национальная галерея старинного искусства.Строился по заказу Маффео Барберини после того, как тот был избран папой под именем Урбана VIII. В создании дворца в 1627—1633 гг. участвовали три великих зодчих — Карло Мадерна, его племянник Франческо Борромини и наконец Бернини. По своему облику дворец ближе к маньеризму, чем к барокко. Вокруг него впервые в истории папской столицы был разбит обширный сад, впоследствии уничтоженный.",https://commons.wikimedia.org/wiki/File:Le_Palais_Barberini_%28Rome%29_%285970341712%29.jpg
Italy,Rome,Церковь Тринита дей Монти,W54044477,"religion,churches,interesting_places,catholic_churches",12.483685,41.906292,"Тринита-деи-Монти, также Santissima Trinità al Monte Pincio — титулярная церковь (с 13 апреля 1587 г.) в Риме, на вершине Испанской лестницы.Строительство церкви началось в 1502 году по заказу и на средства короля Франции Людовика XII и продолжалось до 1585 г. В 1816 году церковь подверглась серьёзному разрушению, после чего была основательно перестроена. Античный обелиск (римская имитация египетского обелиска) из садов Саллюстия был установлен здесь в 1789 г. В церкви находится шедевр Даниеле да Вольтерра «Снятие с креста».",https://commons.wikimedia.org/wiki/File:Roma-scalinat%C3%A0_trinit%C3%A0_dei_monti.jpg
Italy,Rome,Museo Nazionale Romano - Crypta Balbi,N1391667014,"museums,cultural,interesting_places,other_museums",12.478443,41.894829,"La Crypta Balbi è un complesso collegato all'antico teatro di Balbo a Roma. Oggi è una delle sedi del Museo Nazionale Romano.Nel 2013 il circuito museale del Museo nazionale romano è stato il ventunesimo sito statale italiano più visitato, con 247.795 visitatori e un introito lordo totale di 909.016,50 Euro.",https://commons.wikimedia.org/wiki/File:Pigna-s_Angelo_-_via_delle_Botteghe_oscure_-_crypta_Balbi_00738.JPG
Italy,Rome,Форум Цезаря,R1841081,"historic,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,squares",12.484992,41.893787,"Форум Цезаря (лат. Forum Cæsari, также Forum Iulium) — первый из императорских форумов Рима. Цезарь поручил Цицерону в 54 году до н. э. купить участок земли на сумму 60 — 100 миллионов сестерциев. На этом участке Гаем Юлием Цезарем в 54 — 46 годах до н. э. был построен новый форум как расширение Римского Форума. В северной части форума располагались храм Венеры-Прародительницы (Venus Genetrix) и Серебряная базилика (basilica Argentaria), своего рода античная биржа. Вдоль Clivus Argentarius сохранились руины магазинов и мастерских времен правления Адриана. В античных источниках говорится также о величественной конной статуе Цезаря и статуе Клеопатры из позолоченной бронзы. Во II веке при императоре Траяне форум полностью перестроили, а после пожара в 283 году при Диоклетиане отстроили заново.",https://commons.wikimedia.org/wiki/File:The_Forum_of_Caesar_%28built_near_the_Forum_Romanum_in_Rome_in_46_BC%29_and_the_Temple_of_Venus_Genetrix%2C_Imperial_Forums%2C_Rome_%2821101482544%29.jpg
Italy,Rome,Санта-Мария-делла-Кончеционе,W203946249,"religion,churches,interesting_places,catholic_churches",12.488615,41.905025,"Санта-Мария-делла-Кончеционе (Santa Maria della Concezione dei Cappuccini) — небольшая церковь капуцинов на виа Венето в Риме, неподалёку от палаццо Барберини и фонтана Тритона. Построена по проекту Антонио Казони в 1626-31 гг. Украшена полотнами кисти Гвидо Рени (Михаил Архангел), Караваджо (святой Франсиск), Пьетро да Кортоны и Доменикино. Церковь имеет несколько приделов с мощами католических святых.",https://commons.wikimedia.org/wiki/File:Ludovisi_-_S._Maria_della_Concezione_dei_Cappuccini.jpg
Italy,Rome,chiesa di Santa Lucia alle Botteghe Oscure,Q3673136,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",12.478027,41.894974,"La chiesa di Santa Lucia alle Botteghe Oscure è una chiesa scomparsa di Roma, nel rione Pigna, in via dell'Arco dei Ginnasi.Antichi cataloghi medievali attestano l'esistenza nel rione di una chiesa dedicata a santa Lucia, con diversi appellativi: de Apothecis, in apothecis oscuris, iuxta arcum obscurum, delle Pontiche oscure, alle botteghe oscure, de calcarario. Il riferimento è ai fornici del circo Massimo, oppure ai forni di calce (o calcare) presenti nella contrada. La chiesa medievale fu completamente ricostruita dal cardinale Domenico Ginnasi nel 1630, annessa ad un collegio: da qui il nome seicentesco di “Santa Lucia dei Ginnasi”.",https://commons.wikimedia.org/wiki/File:Santa_Lucia_alle_Botteghe_Oscure.jpg
Italy,Rome,Палаццо Барберини,W201592884,"historic_architecture,palaces,architecture,gardens_and_parks,museums,urban_environment,cultural,interesting_places,art_galleries",12.491071,41.903114,"Пала́ццо Барбери́ни (итал. Palazzo Barberini) — дворец (палаццо) фамилии Барберини на via delle Quattro Fontane (улице Четырёх фонтанов) в восточной части Рима. В настоящее время здесь помещается Национальная галерея старинного искусства.Строился по заказу Маффео Барберини после того, как тот был избран папой под именем Урбана VIII. В создании дворца в 1627—1633 гг. участвовали три великих зодчих — Карло Мадерна, его племянник Франческо Борромини и наконец Бернини. По своему облику дворец ближе к маньеризму, чем к барокко. Вокруг него впервые в истории папской столицы был разбит обширный сад, впоследствии уничтоженный.",https://commons.wikimedia.org/wiki/File:Le_Palais_Barberini_%28Rome%29_%285970341712%29.jpg
Italy,Rome,Сан-Карло-аль-Корсо,R3078796,"religion,churches,interesting_places,catholic_churches",12.477925,41.9053,"Сан-Карло-аль-Корсо , также итал. Santi Ambrogio e Carlo, рус. Церковь Святых Амвросия и Карла — титулярная церковь (с 7 июня 1967 года), посвященная святым епископам Милана Амвросию и Карло Борромео в Риме. Построена по случаю канонизации святого Карло Борромео в 1610 году. Строительство проходило под руководством архитектора Онорио Лонги в 1612—1619 годах, затем 1616—1627 годах при его сыне Мартино. В 1668 году был возведен купол (работы Пьетро да Картона), в 1684 году закончено оформление фасада. Внутри церковь богато украшена позолотой и фресками Г. Бранди, алтарь работы Карло Маратта. Несколько статуй (включая статую Юдифь) выполнены скульптором Андре ле Бруном.",https://commons.wikimedia.org/wiki/File:Campo_Marzio_-_san_Carlo_al_Corso_01665-6.JPG
Italy,Rome,Палаццо Барберини,N5496792621,"historic_architecture,palaces,architecture,museums,cultural,interesting_places,restaurants,foods,art_galleries,tourist_facilities",12.490227,41.904278,"Пала́ццо Барбери́ни (итал. Palazzo Barberini) — дворец (палаццо) фамилии Барберини на via delle Quattro Fontane (улице Четырёх фонтанов) в восточной части Рима. В настоящее время здесь помещается Национальная галерея старинного искусства.Строился по заказу Маффео Барберини после того, как тот был избран папой под именем Урбана VIII. В создании дворца в 1627—1633 гг. участвовали три великих зодчих — Карло Мадерна, его племянник Франческо Борромини и наконец Бернини. По своему облику дворец ближе к маньеризму, чем к барокко. Вокруг него впервые в истории папской столицы был разбит обширный сад, впоследствии уничтоженный.",https://commons.wikimedia.org/wiki/File:Le_Palais_Barberini_%28Rome%29_%285970341712%29.jpg
Italy,Rome,Biblioteca Angelica,Q856380,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",12.474194,41.9007,"The Angelica Library (Italian: Biblioteca Angelica) is in Rome, Italy. It is a public library located in front of the Piazza Sant'Agostino square, adjacent to the church of Sant'Agostino, not far from Piazza Navona.The library holds about 180,000 volumes of manuscripts (among them Codex Angelicus) and 1,100 incunabula, which formerly belonged to the Augustinians. These works are important for our knowledge of the history of the Reformation and Counter-Reformation.",https://commons.wikimedia.org/wiki/File:S_Eustachio_-_piazza_s_Agostino_Arcadia_e_Angelica_1150281.jpg
Italy,Rome,Сан-Карло-аль-Корсо,N3154799948,"religion,churches,urban_environment,cultural,interesting_places,sculptures,other_churches",12.477263,41.90517,"Сан-Карло-аль-Корсо , также итал. Santi Ambrogio e Carlo, рус. Церковь Святых Амвросия и Карла — титулярная церковь (с 7 июня 1967 года), посвященная святым епископам Милана Амвросию и Карло Борромео в Риме. Построена по случаю канонизации святого Карло Борромео в 1610 году. Строительство проходило под руководством архитектора Онорио Лонги в 1612—1619 годах, затем 1616—1627 годах при его сыне Мартино. В 1668 году был возведен купол (работы Пьетро да Картона), в 1684 году закончено оформление фасада. Внутри церковь богато украшена позолотой и фресками Г. Бранди, алтарь работы Карло Маратта. Несколько статуй (включая статую Юдифь) выполнены скульптором Андре ле Бруном.",https://commons.wikimedia.org/wiki/File:Campo_Marzio_-_san_Carlo_al_Corso_01665-6.JPG
Italy,Rome,Мамертинская тюрьма,R1849827,"historic,museums,archaeology,cultural,interesting_places,other_museums,other_archaeological_sites",12.484589,41.893166,"Мамертинская тюрьма (лат. Carcer Tullianum; итал. Carcere Mamertino o Tulliano) — сохранившаяся поныне тюрьма древнего Рима, в северной оконечности Капитолия и форума, древнейшее строение города. Тюрьма соединялась протокой с Большой Клоакой.",https://commons.wikimedia.org/wiki/File:Campitelli_-_s_Giuseppe_dei_Falegnami_e_Mamertinum_1040067.JPG
Italy,Rome,григорий XVI,W99368279,"religion,churches,interesting_places,catholic_churches",12.478576,41.894024,"Santa Caterina dei Funari is a church in Rome in Italy, in the rione of Sant'Angelo. The church is mainly known for its façade and its interior with frescoes and paintings.",https://commons.wikimedia.org/wiki/File:S._Angelo_-_S._Caterina_dei_Funari.JPG
Italy,Rome,chiesa di Santa Maria in Macello Martyrum,Q3674130,"religion,churches,interesting_places,other_churches",12.486873,41.893559,La chiesa di Santa Maria degli Angeli in Macello Martyrum è un antico edificio sacro di Roma.,https://commons.wikimedia.org/wiki/File:SMariaAngeliMacelli.jpg
Italy,Rome,San Giuliano dei Fiamminghi,W125831664,"religion,churches,interesting_places,catholic_churches",12.475685,41.895863,"The Church of St. Julian of the Flemings (Italian: Chiesa di S. Giuliano dei Fiamminghi, Dutch: Sint-Juliaan-der-Vlamingen, French: Saint-Julien des Flamands, Latin: S. Iuliani Flandrensium) is a Roman Catholic church dedicated to Saint Julian the Hospitaller, located in Rome, Italy. Historically, the church has been the National Church in Rome of the Southern Netherlands and, in 1830, became the national church of the Kingdom of Belgium.",https://commons.wikimedia.org/wiki/File:S._Eustachio_-_S._Giuliano_Ospitaliere_dei_Fiamminghi.JPG
Italy,Rome,Biblioteca di storia moderna e contemporanea,Q2901342,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",12.478293,41.894035,"La Biblioteca di storia moderna e contemporanea è una biblioteca pubblica statale, organo periferico del Ministero per i beni e le attività culturali, sita in Roma nel Palazzo Mattei di Giove.",https://commons.wikimedia.org/wiki/File:RomaPalMatteiDiGioveCortile.jpg
Italy,Rome,Chiesa di Santa Lucia della Tinta,W130714809,"religion,churches,interesting_places,catholic_churches",12.47377,41.902534,"La chiesa di Santa Lucia della Tinta è un luogo di culto cattolico di Roma, nel rione Campo Marzio, posta in via di Monte Brianzo.",https://commons.wikimedia.org/wiki/File:Campo_Marzio_-_S._Lucia_della_Tinta.JPG
Italy,Rome,фонтан Четырёх рек,W52332687,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,monuments",12.473084,41.898952,Фонтан Четырёх рек (итал. Fontana dei Quattro Fiumi) — один из самых знаменитых фонтанов Рима. Находится на Пьяцца Навона. Сооружён в 1648—1651 гг. по проекту Бернини.,https://commons.wikimedia.org/wiki/File:Obelisco_Fontana_dei_Fiumi_Piazza_Navona_Roma.jpg
Italy,Rome,palazzo di Pirro,Q3891597,"palaces,architecture,historic_architecture,interesting_places",12.473556,41.897167,"Il Palazzo Massimo istoriato è un palazzo di Roma che oggi forma un corpo unico con il Palazzo Massimo alle Colonne ed il Palazzo Massimo detto di Pirro, ma prospetta sulla retrostante Piazza dei Massimi.",https://commons.wikimedia.org/wiki/File:Parione_-_Piazza_dei_Massimi_e_palazzo_di_Pirro_-_1010591.JPG
Italy,Rome,San Lorenzo in Panisperna,W151584968,"religion,churches,interesting_places,catholic_churches",12.493241,41.897411,"Chiesa di San Lorenzo in Panisperna or simply San Lorenzo in Panisperna is a Roman Catholic church on Via Panisperna, Rome, central Italy. It was previously known as ""San Lorenzo in Formoso"". It was erected on the site of its dedicatee's martyrdom. It is one of several churches in Rome dedicated to him.",https://commons.wikimedia.org/wiki/File:SLPanisperna.jpg
Italy,Rome,Palazzo Massimo alle Colonne,Q1521924,"palaces,architecture,historic_architecture,interesting_places",12.473853,41.896584,"The Palazzo Massimo alle Colonne is a Renaissance palace in Rome, Italy. The palace was designed by Baldassarre Peruzzi in 1532-1536 on a site of three contiguous palaces owned by the old Roman Massimo family and built after arson destroyed the earlier structures during the Sack of Rome (1527). In addition the curved façade was dictated by foundations built upon the stands for the stadium (odeon) of the emperor Domitian. It fronts the now-busy Corso Vittorio Emanuele II, a few hundred yards from the front of the church of Sant'Andrea della Valle.",https://commons.wikimedia.org/wiki/File:Palazzo_Massimo_alle_Colonne.jpg
Italy,Rome,Палаццо Альтемпс,N677476578,"museums,cultural,interesting_places,other_museums",12.472838,41.901199,"Il Museo nazionale romano di palazzo Altemps è una delle quattro sedi del Museo Nazionale Romano. È sito nel rione Ponte in Piazza di San Apollinare 44, nei pressi di Piazza Navona.",https://commons.wikimedia.org/wiki/File:Roma_2011_08_07_Palazzo_Altemps.jpg
Italy,Rome,Sant’Angelo in Pescheria,W123530591,"religion,churches,interesting_places,catholic_churches",12.478705,41.892647,"Sant'Angelo in Pescheria or in Piscaria is a church in Rome. It dates from the 8th century. ""In Pescheria"" refers to its location close to the fish market built in the ruins of the ancient Porticus Octaviae.",https://commons.wikimedia.org/wiki/File:15_Portico_di_Ottavia.JPG
Italy,Rome,Museo di Roma,N656829698,"historic_architecture,palaces,architecture,museums,cultural,interesting_places,other_museums",12.472777,41.897278,"The Museo di Roma is a museum in Rome, Italy, part of the network of Roman civic museums. The museum was founded in the Fascist era with the aim of documenting the local history and traditions of the ""old Rome"" that was rapidly disappearing, but following many donations and acquisitions of works of art is now principally an art museum. The collections initially included 120 water-colours by the nineteenth-century painter Ettore Roesler Franz of Roma sparita, ""vanished Rome"", later moved to the Museo di Roma in Trastevere.",https://commons.wikimedia.org/wiki/File:Palazzo_Braschi_%28Roma%29.jpg
Italy,Rome,Palazzo Braschi,Q1090910,"palaces,architecture,historic_architecture,interesting_places",12.472829,41.896919,"Palazzo Braschi is a large Neoclassical palace in Rome, Italy and is located between the Piazza Navona, the Campo de' Fiori, the Corso Vittorio Emanuele II and the Piazza di Pasquino. It presently houses the Museo di Roma, the ""museum of Rome"", covering the history of the city in the period from the Middle Ages through the nineteenth century.",https://commons.wikimedia.org/wiki/File:Palazzo_Braschi_%28Roma%29.jpg
Italy,Rome,chiesa di Santa Maria in Grottapinta,Q3674126,"religion,churches,interesting_places,other_churches",12.4735,41.89539,"La chiesa di Santa Maria in Grottapinta, è una chiesa sconsacrata di Roma, nel rione Parione, che si affaccia sulla piazza omonima. Fu edificata sulle fondazioni del corridoio interno del teatro di Pompeo.",https://commons.wikimedia.org/wiki/File:Parione_-_S._Maria_in_Grottapinta.JPG
Italy,Rome,Santa Maria della neve al Colosseo,W140383956,"religion,churches,interesting_places,catholic_churches",12.490149,41.892628,"La chiesa di Santa Maria della neve (ad nives) è una chiesa di Roma, nel rione Monti, in via del Colosseo, all'incrocio con via del Cardello.È oscura l'origine di questa chiesa. Secondo l'Armellini (op. cit. p. 142) la chiesa è menzionata già nel XII secolo, fu chiesa parrocchiale e poi divenne semplice beneficio ecclesiastico di proprietà del cardinale di San Pietro in Vincoli. Altrettanto oscuro è il nome: la chiesa è conosciuta sia col nome di Sant'Andrea de Tabernula che con quello di Sant'Andrea de Portugallo.Sull'origine della chiesa e del nome l'Armellini scrive:",https://commons.wikimedia.org/wiki/File:Roma_S_Maria_della_Neve_GS_IMG_2691c.jpg
Italy,Rome,San Giacomo in Augusta,W60517417,"religion,churches,interesting_places,catholic_churches",12.477262,41.907776,"San Giacomo in Augusta is a Baroque-style church built in central Rome, Italy.Standing on Via del Corso number 499, roughly three blocks south of the Piazza del Popolo in rione Campo Marzio, nearly opposite to the church of Gesù e Maria. A Church at the site was originally built in the 14th century adjacent to a hospital for the Incurabili (uncurables), and thus is also known as San Giacomo degli Incurabili. The suffix ‘’in Augusta’’ referred to the neighboring Mausoleum of Augustus.",https://commons.wikimedia.org/wiki/File:Campo_Marzio_-_S._Giacomo_in_Augusta.jpg
Italy,Rome,Базилика Максенция и Константина,R1841078,"historic,archaeology,interesting_places,other_archaeological_sites",12.488417,41.891815,"Базилика Максенция и Константина — самое большое здание, когда-либо построенное на Римском форуме. Заложено в 308 году императором Максенцием, а закончено его преемником — Константином в 312 году.Базилика была воздвигнута на месте складов для специй (лат. horrea piperataria). Даже по древнеримским меркам, здание базилики было грандиозно — площадь нефа превышала 4000 кв. м., высота сводов составляла 39 метров. Внутри стены базилики были украшены мраморными плитами, пол покрыт цветным мрамором. Архитектурным примером для строительства послужили термы Каракаллы и Диоклетиана. В западной апсиде базилики была установлена колоссальная статуя Константина.",https://commons.wikimedia.org/wiki/File:RomaBasilicaMassenzioDaPalatino.JPG
Italy,Rome,Римский оперный театр,W201389491,"cultural,theatres_and_entertainments,interesting_places,other_theatres",12.495469,41.900928,"Римский оперный театр, или Римская опера (итал. Teatro dell’Opera di Roma) — оперный театр в Риме.",https://commons.wikimedia.org/wiki/File:2016_Teatro_dell%27Opera_02.jpg
Italy,Rome,San Lorenzo in Damaso,W125915784,"religion,churches,interesting_places,catholic_churches",12.471779,41.896812,"The Minor Basilica of St. Lawrence in Damaso (Basilica Minore di San Lorenzo in Damaso) or simply San Lorenzo in Damaso is a parish and titular church in central Rome, Italy that is dedicated to St. Lawrence, deacon and martyr. It is incorporated into the Palazzo della Cancelleria, which enjoys the extraterritoriality of the Holy See.",https://commons.wikimedia.org/wiki/File:Roma-sanlorenzoindamaso3.jpg
Italy,Rome,Chiesa di San Tommaso ai Cenci,R2289084,"religion,churches,interesting_places,catholic_churches",12.476307,41.89241,"La chiesa di San Tommaso ai Cenci, è una chiesa di Roma, nel rione Regola, situata in Monte de' Cenci; un'uscita laterale conduce in Piazza delle Cinque Scole, nel rione Sant’Angelo.",https://commons.wikimedia.org/wiki/File:Regola_-_S_Tommaso_ai_Cenci.jpg
Italy,Rome,Фонтан Моисея,N1277743956,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,monuments",12.494452,41.904392,"Фонтан «Аква Феличе» (итал. Fontana dell'Acqua Felice), также известный как «Фонтан Моисея», — монументальный барочный фонтан, расположенный на Квиринальском холме в Риме, Италия. Он обозначает окончание одноимённого акведука, построенного папой Сикстом V. Фонтан спроектировал и построил Доменико Фонтана в 1585—1588 годах.",https://commons.wikimedia.org/wiki/File:RomaFontanaAcquaFelicePiazzaSanBernardo.JPG
Italy,Rome,Chiesa di San Tommaso in Parione,W128244544,"religion,churches,interesting_places,other_churches",12.470569,41.898544,San Tommaso in Parione is one of the two national churches of Ethiopia in Rome. It is dedicated to St Thomas the Apostle. The church is normally open to the public only between 20 and 28 September.,https://commons.wikimedia.org/wiki/File:Eglise_San_Tommaso_in_Parione.JPG
Italy,Rome,Санта-Франческа-Романа,R1841087,"religion,churches,interesting_places,catholic_churches",12.488776,41.891171,"Санта-Франческа-Романа (итал. Santa Francesca Romana) — средневековая церковь на Римском форуме, которая с 1352 года находится в распоряжении бенедиктинской конгрегации оливетанцев.До XVI века церковь называлась Санта-Мария-Нова и, как можно заключить из этого названия, была посвящена Деве Марии. Ещё в VIII веке на её месте стояла небольшая оратория, окружённая развалинами античного храма Венеры и Ромы. Во II-й половине X века оратория была встроена в ныне существующую церковь, куда были перемещены основные святыни из разрушенной землетрясением церкви Санта-Мария-Антиква.",https://commons.wikimedia.org/wiki/File:Santa_Francesca_Romana_09feb08_03.jpg
Italy,Rome,Sant’Eligio dei Ferrari,W124282254,"religion,churches,interesting_places,catholic_churches",12.482252,41.890308,"La chiesa di Sant'Eligio dei Ferrari è un luogo di culto cattolico del centro storico di Roma, situato nel rione Ripa, in via di San Giovanni Decollato.",https://commons.wikimedia.org/wiki/File:Ripa_-_S._Eligio_dei_Ferrari.JPG
Italy,Rome,Biblioteca Vallicelliana,Q2901320,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",12.469432,41.898186,"The Biblioteca Vallicelliana is a library in Rome, Italy. The library is located in the Oratorio dei Filippini complex built by Francesco Borromini in Piazza della Chiesa Nuova.The library holds about 130 000 volumes of manuscripts, incunabula, and books. In this number about 3 000 manuscripts written in Latin, Greek, among them Bible of Alcuin from the 9th century, lectionary from the 12th century etc. The library holds documents from the time of the Reformation and Counter-Reformation.",https://commons.wikimedia.org/wiki/File:Borromini_Drawing_01.jpg
Italy,Rome,Санта-Мария-ин-Валичелла,W29181216,"religion,churches,interesting_places,catholic_churches",12.469183,41.898373,"Церковь Санта-Мария-ин-Валичелла, также известная как Новая церковь (итал. Chiesa Nuova) — католическая церковь в Риме. Расположена по адресу: Виа дель Говерно Веккьо, 134, главный фасад выходит на Пьяцца делла Кьеза Нуова. Главная церковь общества ораторианцев, где находится гробница его основателя — святого Филиппа Нери.",https://commons.wikimedia.org/wiki/File:Santa_Maria_in_Vallicella_Facade_a_Roma.jpg
Italy,Rome,Термы Тита,Q1231749,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",12.494053,41.892555,"Термы Тита (лат. Thermae Titi) — публичные бани (термы), построенные в Риме в 80 году н. э. императором Титом.Комплекс терм примерно 125×120 м располагался на Эсквилине, на территории, где прежде находился Золотой дом Нерона. Есть предположение, что термы Тита являются перестройкой терм, существовавших на территории Золотого дома. Позднее рядом с ними были построены более масштабные термы Траяна.",https://commons.wikimedia.org/wiki/File:Musei_vaticani_-_sala_della_Rotonda_-_Porphyrschale.jpg
Italy,Rome,храм Фортуны Вирилис,W251331418,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",12.480927,41.889229,"Храм Портуна — древнеримский храм на Бычьем форуме в Риме, посвящённый богу портов Портуну.Храм прямоугольной формы с эпохи Возрождения ошибочно считался храмом Фортуны Верилис. Первоначальная постройка была возведена уже в IV или III веке до н. э. (развалины фундамента были обнаружены при раскопках в XX веке). Храм, сохранившийся до наших дней, был построен около 100 года до н. э. Храм состоит из целлы, портика с колоннами ионического ордера. Все несущие части храма сделаны из травертина, остальные части из туфа, подиум заполнен римским бетоном.",https://commons.wikimedia.org/wiki/File:Roma_-_Tempio_di_portunus02.JPG
Italy,Rome,Палаццо Массимо,Q3890451,"palaces,architecture,historic_architecture,interesting_places",12.498087,41.901768,"Палаццо Массимо (итал. Palazzo Massimo alle Terme) расположен возле терм Диоклетиана в непосредственной близости к вокзалу Термини на Пьяцца-дей-Чинквеченто. Собрание музея — центральная часть коллекции Национального музея Рима, одного из лучших собраний античного искусства в мире.",https://commons.wikimedia.org/wiki/File:Palazzo_Massimo_alle_Terme_NE.jpg
Italy,Rome,Monastero Agostiniano delle Suore di Santa Lucia in Selci,W348410737,"religion,churches,monasteries,interesting_places,other_churches",12.496595,41.894707,"The Church of Saint Lucy in Selci (Italian: Santa Lucia in Selci, also known as Santa Lucia in Silice or Santa Lucia in Orfea (in Orphea, in Orthea)) is an ancient Roman Catholic church, located in Rome, dedicated to Saint Lucy, a 4th-century virgin and martyr.",https://commons.wikimedia.org/wiki/File:Monti_-_s_Lucia_in_Selci_facciata_1040288.JPG
Italy,Rome,Термы Диоклетиана,W201568922,"national_museums,historic,museums,archaeology,cultural,interesting_places,other_archaeological_sites",12.497853,41.903667,"Термы Диоклетиана — руины древнеримских бань рядом с современной площадью Республики в Риме.Строительство терм началось в 298 году. В 305 году они были освящены в честь Диоклетиана. Бани площадью более 13 га построены по плану сходному с термами Каракаллы и термами Траяна. Сооружения вмещали до 3,2 тысяч человек, сады были украшены фонтанами и павильонами, на территории также находились библиотека, залы для собраний и спортивных упражнений.",https://commons.wikimedia.org/wiki/File:Baths_of_Diocletian-Antmoose1.jpg
Italy,Rome,Chiesa di Santa Lucia in Selci,W348410738,"religion,churches,interesting_places,catholic_churches",12.496822,41.89452,"The Church of Saint Lucy in Selci (Italian: Santa Lucia in Selci, also known as Santa Lucia in Silice or Santa Lucia in Orfea (in Orphea, in Orthea)) is an ancient Roman Catholic church, located in Rome, dedicated to Saint Lucy, a 4th-century virgin and martyr.",https://commons.wikimedia.org/wiki/File:Monti_-_s_Lucia_in_Selci_facciata_1040288.JPG
Italy,Rome,Palazzo Massimo alle Terme,R2705998,"museums,cultural,interesting_places,art_galleries",12.498656,41.901314,"Il Palazzo Massimo alle Terme è la principale delle quattro sedi del Museo nazionale romano, assieme alla sede originaria delle Terme di Diocleziano, che ospita attualmente la sezione epigrafica e protostorica, a Palazzo Altemps, sede delle collezioni rinascimentali di scultura antica, e alla Crypta Balbi, sede della collezione altomedievale.È sita nel rione Castro Pretorio in piazza dei Cinquecento, nei pressi della stazione Termini.È stato riorganizzato sotto l'egida della Soprintendenza dei Beni Archeologici della città di Roma.",https://commons.wikimedia.org/wiki/File:Castro_Pretorio_-_MNR_Palazzo_Massimo_1010397.JPG
Italy,Rome,Термы Диоклетиана,R2706801,"national_museums,historic,museums,archaeology,cultural,interesting_places,other_archaeological_sites",12.498211,41.903782,"Термы Диоклетиана — руины древнеримских бань рядом с современной площадью Республики в Риме.Строительство терм началось в 298 году. В 305 году они были освящены в честь Диоклетиана. Бани площадью более 13 га построены по плану сходному с термами Каракаллы и термами Траяна. Сооружения вмещали до 3,2 тысяч человек, сады были украшены фонтанами и павильонами, на территории также находились библиотека, залы для собраний и спортивных упражнений.",https://commons.wikimedia.org/wiki/File:Baths_of_Diocletian-Antmoose1.jpg
Italy,Rome,Chiesa dello Spirito Santo dei Napoletani,W127840332,"religion,churches,interesting_places,catholic_churches",12.467685,41.896252,"Santo Spirito dei Napoletani (Holy Spirit of the Neapolitans) is a Roman Catholic church on via Giulia, in the Regola regione of Rome. It was the national church of the Kingdom of the Two Sicilies and is now the regional church for Campania.",https://commons.wikimedia.org/wiki/File:Spirito_Santo_dei_Napoletani.jpg
